titre_memoire;nom_encadreur
Conception d'un bâtiment r+4 avec ses intégrants confort thermique, énergie solaire passive et facilite de déplacements verticaux;Pr NSOUANDELE Jean Luc
Étude, conception et dimensionnement d’un nouveau pont sur le Mayo Bonéyé à YAMSONGAH dans la province de Bongor (Tchad).;Dr DJODA PAGORE Frederick
Dimensionnement d’une structure de chaussée en béton bitumineux. Cas de l’axe carrefour SHELL-CSI DOUGOUI soit 1,6 km dans la commune de Maroua 3eme;Dr YANNE Etienne
Étude technique en vue de l'aménagement et du bitumage des voiries de Mindif;Dr YANNE Etienne
Étude de bitumage de route rural, avec l’utilisation de produit stabilisant con aid cbr /plus : cas de la route Saotchai Dacheka –Takreo- Yoldeo- Doukoula (20 km;Pr DANWE RAIDANDI
Paramètres qui influencent une chaussée reposant sur un sol gonflant : cas de la route KOUSSERI-LOGONE BIRNI;Pr MOUNTAPMBEME KOUOTOU Patrick
Identité architecturale et développement durable au Cameroun : Conception/Dimensionnement d’un lieu de loisir et de repos dans l’arrondissement de DIBOMBARI DEPARTEMENT DU MOUNGO;Pr DANWE RAIDANDI
Études techniques et dimensionnements d’un pont BA de 120 ml pour le franchissement du mayo Limani situe a 20,4 km de Mora route Mora-Kourgui-Amchide, Département du Mayo Sava, région de l’extrême-nord;Dr DJODA PAGORE Frederick
Étude technique détaillée d'une gare routière et d'un réservoir en béton armé à BEKA (NGAOUNDERE);Pr MOUNTAPMBEME KOUOTOU Patrick
Impacts socio-environnementaux de l'extension du réseau d'éclairage public par des lampadaires solaires photovoltaïques dans la ville de Garoua.;Dr MOUHAMAN ARABI
Analyse des impacts sanitaires des risques liés aux inondations dans la plaine du Logone: cas du village ARAINABA.;Dr OBONO MBA Felicite
Évaluation des impacts économiques de la régénération des écosystèmes dégradés dans le site de Gawel.;Dr DJIANGOUE Berthin
Analyse des impacts des biefs sur la nature et le mieux-être des populations dans la commune de Meri: cas du canton de Wazang.;Dr TCHEUMI Herve Leclerc
Évaluation de la surveillance environnementale du projet de construction d’un centre directeur des opérations d’urgence a l’aéroport international de Maroua Salak.;Dr MOUHAMAN ARABI
Contribution du système d'information géographique pour la gestion des zones à risques d’inondation : cas de Garoua 2eme.;Dr MOUTHE Ghislain
Dynamique du couvert végétal ligneux dans la réserve forestière de Kalfou.;Dr ABDOUL NASSER
Évaluation des risques professionnels par la méthode AMDEC dans un projet de construction : cas de la construction d'un centre directeur des opérations d'urgences à l'aéroport de Maroua Salak.;Dr NDJEUMI Chrisdel
Audit environnemental et social du camp sic de cite verte Yaoundé.;Dr MOUTHE Ghislain
Évaluation d'impacts environnementaux et sociaux du projet de construction d'un centre directeur des opérations d'urgences a l’aéroport de Maroua Salak.;Dr MOUHAMAN ARABI
Production et caractérisation du charbon actif pour le traitement d'eau de forage dans la ville de Douala : cas d'un forage du quartier Kotto.;Dr TCHEUMI Herve Leclerc
Valorisation des déchets d'abattoir industriels de Wakwa.;Dr OBONO MBA Felicite
Évaluation des impacts environnementaux et sociaux des travaux de réhabilitation des Pistes rurales Diguilao-Wibiwa-Tchatibali par le PRESIBALT;Dr NANCHE BILLA Robert
Évaluation de la mise en œuvre du plan de gestion environnemental et social d'un projet de réhabilitation de 11,5 KM  de la piste rurale DOULEK-MERI par PRESIBALT.;Pr MOHAMADOU ALIDOU
Impact socio-économique et environnementaux d'un Bief dans la commune de MINDIF.;Pr HAMAWA YOUGOUDA
La gestion environnementale des boues de vidange des fosses septiques : cas de la commune de Mokolo.;Pr MOHAMADOU ALIDOU
Traitement de la vinasse de canne à sucre et optimisation de la production de Biothanol d'une distillerie : cas de la distillerie NODISCAM à Mbandjock.;Dr OBONO MBA Felicite
Évaluation des sites reboisés dans la région de l'Extrême nord cas de la commune de Maroua 1er.;Dr ABDOUL NASSER
Étude d’impact socio-environnemental de l'intervention du programme ASGIRAP dans les communautés rurales : cas du village Dolla.;Dr MOUHAMAN ARABI
Contraintes et opportunités liées à l’accès à l’eau potable dans la région de l'Extrême-Nord cas de Lougueo.;Dr OBONO MBA Felicite
Analyse socio-économique des impacts liés à l'exploitation des carrières de pierres à l'Extrême nord Cameroun : cas des carrières de fortunes dans la commune de Maroua 1;Pr MOHAMADOU ALIDOU
inondations et systèmes de drainage des eaux pluviales: cas de la commune de Maroua 1er.;Dr FITA DASSOU Elisabeth
vulnérabilité et adaptation des populations en contexte d'inondation dans la commune de Maroua 2e: cas du quartier Doualaré.;Pr MOHAMADOU ALIDOU
gestion des systèmes de drainage des eaux fluviales et la propagation des maladies hydriques dans la commune de Garoua 1 et 2;Dr OBONO MBA Felicite
Impact de l'installation des Énergies renouvelables sur le développement socio-économique, culturel et environnemental des populations rurales: cas de la commune de Zina dans le Logone et Chari ;Pr NGANSO Yves
Proposition d'un plan de reboisement du site de Kongola.;Pr SOUARE Konsala
Optimisation de la stabilité des agents de mouture dans la poudre pressée;Dr TCHEUMI Herve Leclerc
Évaluation des risques environnementaux des produits phytosanitaires dans la zone maraîchère de Mokolo.;Dr OBONO MBA Felicite
Conception d'un foyer amélioré a base de briques de terre cuites et du ciment.;Dr MOUTHE Ghislain
Contribution des espaces verts dans l'atteinte des objectifs du développement durable dans la ville de Maroua. ;Dr KODJI DELI
Suivi et gestion des déchets du projet de construction du centre directeur des opérations d'urgences à l'Aéroport de Maroua Salak.;Dr NDJEUMI Chrisdel
Évaluation de l'environnement direct du site de construction de l'hôpital de référence de Garoua : risques, modification et réhabilitation.;Dr NYORE
Contribution des écosystèmes dégradés réhabilités par la CBLT à la restauration des services écosystémiques dans la région de l'Extrême- nord Cameroun : cas des plantations d'agroforesterie de Salak et de Godola.;Dr OBONO MBA Felicite
Gestion des effluents liquides cas de Vitalia cosmetics.;Dr MOUTHE Ghislain
Analyse des impacts environnementaux et sociaux des travaux d'aménagement de 25hectares de petit périmètre irrigué villageois(PPIV) dans la localité de KATWAL, commune de Maroua 1er.;Dr TCHEUMI Herve Leclerc
Les contraintes liées à l'usage des produits organiques dans les cultures maraîchères urbaines et péri-urbaines dans la commune de Maroua 1er.;Dr NDJEUMI Chrisdel
Risques socio-sanitaires et situation des problèmes environnementaux sur l'assainissement des eaux usées: cas des caniveaux dans la ville de Garoua (voie E1, Lamida, Bachore, lycée technique) dans le cadre du programme CD2 urbain.;Dr BINELI Etienne
Contributions à l'amélioration des déchets d'une station-service : cas de Tank ‘Oïl company S.A.;Pr GOUDOUM Augustin
Impact de la logistique des déchets sur la population: cas de la commune de Maroua 2e.;Dr TCHEUMI Herve Leclerc
Proposition d'une approche environnementale dans le projet d'insertion socio-économique dans le Département du mayo Tsanaga: cas de Koza.;Dr MOUTHE Ghislain
Déchets solides ménagers dans la ville de Maroua: de la collecte vers une économie circulaire.;Dr OBONO MBA Felicite
Suivi environnemental des travaux de reconstruction de la route nationale N°1  section WAZA-DABANGA;Dr NDJEUMI Chrisdel
Analyse des cendres issues de traitement thermique (incinération) de terre contaminées des hydrocarbures afin de la valoriser en intrants organiques.;Dr TCHEUMI Herve Leclerc
Techniques d'adaptation de l'agriculture familiale aux effets du changement climatique vulgarisées par le projet RePER.;Pr MOHAMADOU ALIDOU
Lutte contre la Déforestation : vulgarisation du charbon vert dans la ville de Maroua ;Dr OBONO MBA Felicite
La résilience écologique de la biodiversité liée aux inondations et au changement de l’hydrologie de mare naturelle de Tchafa : Cas de la plaine Waza-Logone;Dr TCHEUMI Herve Leclerc
Groupement d’épargne et de crédit villageois dans les arrondissements de Kozo et Mozogo : Performance et résilience ;Pr AOUDOU DOUA Sylvain
Évaluation des tendances des ressources naturelles du 1er Janvier 1990 au 31 Décembre 2019 dans la zone de compétence du Comite inter-régional de lutte contre la sécheresse dans le Nord : ressources en eau et couvert végétal;Dr MOUHAMAN ARABI
Les effets des activités anthropiques sur la réserve de ZAMAI;Dr OBONO MBA Felicite
Perception des problèmes environnementaux par la population : Cas de la prolifération des dépôts d’ordures ménagères dans la commune de Maroua ;Dr ABDOUL NASSER
Production du charbon de bois et son impact sur l’écosystème forestier : cas de l’arrondissement de Logone Birni;Pr DANWE RAIDANDI
Diversité et distribution des oiseaux dans la zone urbaine de Maroua;Dr OBONO MBA Felicite
Stratégie d’amélioration de la surveillance et du suivi environnementaux sur les chantiers routiers;Pr DJOULDE DARMAN Roger
Influence du système de drainage sur l’environnement humain et le paysage urbain dans la ville de Garoua 2;Dr NDJEUMI Chrisdel
Impact des potentialités économiques de domaine agropastoral dans la commune de Touloum Extrême- nord Cameroun ;Dr MOUHAMAN ARABI
Gestion et valorisation des produits forestiers non ligneux;Dr MOUTHE Ghislain
Transfert des compétences aux Collectivités Territoriales Décentralisées dans le cadre de la gestion des ressources : cas de l’opération Sahel, Commune de Maroua 1er.;Dr DJIANGOUE Berthin
Dynamique des parcs à Faidherbia dans la zone cotonnière du Cameroun : cas du village de Doukoula;Dr SOUARE Konsala
Aménagement de la digue de Maga : analyse des impacts sociaux économiques et environnementaux ;Dr MOUHAMAN ARABI
Valorisation énergétique : Formation de briquettes à base de sciure, copeau et liant pour la commercialisation industrielle;Dr DJIANGOUE Berthin
Proposition d’un plan de reboisement dans les 3 métropoles régionales (Maroua Garoua N’Gaoundéré) de la zone de compétence du comité inter-régional de lutte contre la sècheresse;Dr SOUARE Konsala
Évaluation des initiatives et pratiques locales de lutte contre la sécheresse et la désertification dans la zone de compétence du Comite inter-régional de lutte contre la sécheresse dans le Nord;Dr OBONO MBA Felicite
Évaluation des risques environnementaux du projet C2D -Garoua;Dr MOUTHE Ghislain
Impact socio-environnemental de l’urbanisation sur les espaces agricoles à Garoua 3;Dr MOUHAMAN ARABI
Proposition d’un système d’alerte précoce sur la sécheresse et l’inondation dans la partie septentrionale du Cameroun;Dr OBONO MBA Felicite
Mise en place d’un système de réduction des risques environnementaux et sanitaires liés à la production et la mise en œuvre des enrobés par SOCOTCOG : Cas du tronçon routier ;Dr OBONO MBA Felicite
Contribution des établissements scolaires dans la préservation de l’environnement et la gestion durable de ressources naturelles dans la plaine du Logone : cas de Zina et Mazera;Dr ABDOUL NASSER
Impacts écologiques de l’implantation de Azadirachta indica dans la commune de Guidiguis / Dégradation du Mayo dolé : évolution, causes, conséquences et aménagement;Pr DANWE RAIDANDI
Dynamique des parcs de Faidherbia dans la zone cotonnière du Cameroun : Cas du village de Doukoula). ;Dr NDJEUMI Chrisdel
Gestion des risques et catastrophes environnementales liées aux constructions routières : Évaluation du système mis en place sur l’autoroute;Dr HAMAWA YOUGOUDA
Biofertilisants : Production, Bio-efficacité et vulgarisation;Dr MOUTHE Ghislain
Valorisation des fientes de volaille pour la production d’un biofertilisant;Dr TCHEUMI Herve Leclerc
Production des pavés à partir de la terre décolorante usée;Dr MOUTHE Ghislain
Fabrication du biocarburant a base du jatropha;Dr NDJEUMI Chrisdel
Valorisation phytosanitaire des extraits botaniques et protection de l’environnement : Mise sur pied d’une stratégie d’implication des maraichers de YAGOUA au processus ;Dr OBONO MBA Felicite
Toxicité des herbicides à base de glyphosate utilisés au Cameroun sur les alevins de poisson (Tilapia);Dr OBONO MBA Felicite
Valorisation des Déchets en biogaz dans la ville de Mokolo : Cas des feuilles mortes de l’arbre de Senna siamea;Dr NDJEUMI Chrisdel
Évaluation des contaminants chimiques susceptibles d’influencer le bon fonctionnement d’une STEP dans une usine agroalimentaire : Cas de la SABC YDE;Dr OBONO MBA Felicite
Amélioration de la culture sécurité des entreprises sous- traitantes d’ENEO;Dr OBONO MBA Felicite
Approches d’éco résilience et gestion de l’aléa inondation dans la ville de Douala : Bassin versant du Tongo-bassa;Dr TCHEUMI Herve Leclerc
Optimisation de la station d’épuration par lagunage de la SOCAPALM : Cas du site de KIENKE (Sud- Cameroun);Dr TCHEUMI Herve Leclerc
Mise en place d'un portail captif: cas du Labo INFOTEL;M TERDAM Valentin
Mise en place d'un système de couverture radio basé sur LoRa pour la communication entre bergers;M TERDAM Valentin
Conception d’un système d’automatisation de approvisionnement d’eau dans un chateau.;M TERDAM Valentin
Mise en place d’une solution de supervision en temps réels des flux réseau et l’utilisation de la bande passante : cas  de TRU GROUP;M TERDAM Valentin
Scan de vulnérabilité et proposition d'une politique de sécurité d'un site web : cas de l'ENSPM;M TERDAM Valentin
Développement  d'une  plateforme  mobile  de gestion immobilière : cas des logements;M DOUWE HALLAM Vincent
Développement  d'une  application  mobile  du suivie des enseignants de l'ENSPM;M DOUWE HALLAM Vincent
Développement  d’une  application  mobile  de vente de kilos pour les voyageurs aériens;M DOUWE HALLAM Vincent
Conception et réalisation d’une application de gestion   des   pré-inscriptions   en   ligne   à l’ENSPM;M DOUWE HALLAM Vincent
Développement  d'une  application  mobile  de gestion  et  suivi  des  ventes  dans  les  commerces;M DOUWE HALLAM Vincent
RFID : conception d’un contrôle d’accès par badge.;M AWE TAISSALA Vladimir Parfait
Proposition d’une solution VOIP pour la gestion des services á valeur ajoutées.;M AWE TAISSALA Vladimir Parfait
Conception et réalisation d’un système d’arrossage automatique en fonction de la météo.;M AWE TAISSALA Vladimir Parfait
Mise en place d’outils de détection de l’état de liaison faisceaux hertziens de Nexttel.;M AWE TAISSALA Vladimir Parfait
Développement d'une application mobile d'assistance populaire pharmaceutique.;M AWE TAISSALA Vladimir Parfait
Réalisation  d’une mini serre agricole intelligente.;M SAMDALLE Amaria
La conception et réalisation d'un site Web vitrine : cas du CMPJ de Mora.;M SAMDALLE Amaria
Étude de la planification du réseau national des télécommunications d’urgence;M AWE SAWALNA Denis
La gestion automatisée de la facturation et du paiement des locaux :Cas de la CUG.;M AWE SAWALNA Denis
Mise en place d'un mini data center : cas de l'ENSPM;Mme ZAINAB ISSA AHMAD
Conception et réalisation d'une plate- forme d'authentification en ligne de diplômes de l'ENSPM.;Mme ZAINAB ISSA AHMAD
Mise en place d’un système de sécurité dans un réseau d’entreprise basé sur les attaques les plus connues : cas de NEXTTEL_EXTREME NORD;M NOUNAMO DABOU Patrick
Développement   d'une   application   mobile d'aide à la recherche d'un objet perdu et personne égarée;M NOUNAMO DABOU Patrick
Conception  et  implémentation  d'une  plate- forme mobile de mise en relation des prestataires de services et Clients.;M NOUNAMO DABOU Patrick
Conception et réalisation d’une station de mesure sur le Cloud;M NOUNAMO DABOU Patrick
Mise en place d’une solution de prévention et d’atténuation des attaques DDOS;M NOUNAMO DABOU Patrick
Déploiement d'une solution Odoo pour la gestion des projets et ou l'optimisation des processus métiers au sein d'une entreprise cas d' AGL SERVICES;M NOUNAMO DABOU Patrick
Conception et réalisation d’un système de geolocalisation  des engins base sur le module GSM;M NNA NNA Theodore
Développement d'une application de tracking et de contrôle à distance des véhicules associé au dispositif de sécurisation des véhicules Smart Car_;M NNA NNA Theodore
Déploiement d’un réseau d’accès filaire en utilisant la technologie FTTH : cas de la communauté urbaine de Maroua;M KOUARE Loukas
Développement  d’une  plateforme  mobile  de gestion  des  consultations  dans  les  hôpitaux  : Cas du Cameroun;M KOUARE Loukas
Mise en place du protocole de sécurité IPSec dans un réseau informatique : cas de l’entreprise AIR FORCES PICTURES.;M TERDAM Valentin
Mise en place d’un système de détection d’intrusion et de notification avec SNORT.;M TERDAM Valentin
Mise en place d'un système de fichiers distribué: Cas de l'ENSPM;M TERDAM Valentin
Thème : Mise en place d’une application de gestion des matériels du MINPOSTEL.;M DOUWE HALLAM Vincent
Mise en place d’ une application mobile d’enrôlement des bénéficiaires des projets: cas du CMPJ : Centre Multifonctionnel des  jeunes de Mora;M DOUWE HALLAM Vincent
Étude et implémentation d’une interconnexion sécurisée de deux sites distants avec IPSec : cas de JIM’S SECURE;M ADOUM ALI Taiga
Étude et dimensionnement d'une centrale à biogaz pour l'électrification de la localité de MAL DALARI;M TIZE KODA Joel
Étude technique de l'approvisionnement de l’abattoir d' ETOUDI/Yaoundé en énergie électrique via la biométhanisation;Pr DJONGYANG Noel
Étude et valorisation des déchets issus de la transformation des noix de palme d'une palmerais de 180 hectares aux environs d'EDEA;M TIZE KODA Joel
Valorisation des cendres provenant de la combustion des coques au niveau de la chaudière de l'huilerie de Garoua DJAMBOUTOU;Pr DJONGYANG Noel
Contribution à la valorisation énergétique de la paille de riz: production du bioethanol ;Dr DJOMDI
Valorisation des déchets d'abattoir pour la production du biogaz et de biofertilisants: cas de l'abattoir municipale de DJOUNDE (Maroua);Dr ABOUBAKAR
Valorisation des déchets en unité de cogénérateur pour le chauffage d'eau dans les brasseries de Yaoundé;M TIZE KODA Joel
Valorisation d'huile de rejet de coton en biodiesel : cas de l'huilerie de la SODECOTON GAROUA;M TIZE KODA Joel
Production des biocombustibles solides à base de la paille de riz;Dr BIKORO BI ALOU Marcellin
Audit  et actualisation des protocoles de nettoyage des équipements de SOGOPROCAM;M NDIH Aime Christian
Conception et dimensionnement de la chaîne de production de boisson aromatisée au lait : cas de GOLDLAIT;M NDIH Aime Christian
Mise à jour des sites de production des brasseries du Cameroun, conformément aux standards qualités de la firme Heineken : Cas des usines de Douala;Dr MUNE MUNE Martin Alain
Mise en place d’un plan d’hygiène et HACCP lors de la fabrication des jus vimbo à SOGOPROCAM;M TOUWANG Charles
Évaluation  de l’impact de la non-conformité en production de la boisson tampico;M TOUWANG Charles
L’impact de l’utilisation de la fumure organique dans la lutte contre la pauvreté en zone cotonnière camerounaise;M TIZE KODA Joel
Encadrement des OP par la SEMRY, cas de la restructuration des GIC en coopératives rizicoles dans le périmètre de secteur Yagoua;M YAKOUBA OUMAROU
Contribution du conseil technico-économique au développement des groupements des producteurs et des EFA dans le Département de la Bénoué (Nord-Cameroun);M KANGATLAM Alexis
Stratégies d’adaptation des exploitations familiales agricoles face aux changements climatiques;M NYORE
Impact du financement des activités agricoles des OP et amélioration des conditions de vie des membres : cas de Maroua Ier;M NDIH Aime Christian
Incidence de la filière arachide sur le revenu des producteurs dans la sous-préfecture de Koumogo (Tchad);M NYORE
Bénéfice économique d’une jachère améliorée arborée d’Acacia senegalensis dans les exploitations familiales agricoles;M NYORE
Analyse des résiliences des exploitations familiales agricoles dans les agrosystèmes du Nord : cas de Zéra, Zanguéré, Moho et Sirlawé;M NYORE
Analyse des performances économiques des exploitations agricoles familiales dans les agrosystèmes du Nord : cas de Mowo, Sirlawé, Sanguéré et Zéra;M NYORE
Les déterminants de l’adoption de l’innovation par les exploitations agricoles familiales dans l’agrosystème du Nord : cas de Mowo, Sirlawé, Sanguéré et Zéra;M KANGATLAM Alexis
Caractérisation phénotypique des caprins de Mindif;DMV ZIEBE Roland
Influence  de la complémentation alimentaire sur production laitière  et détermination de quelques paramètres  physico-chimiques  des laits  collectés dans la ferme «  Farcha lait » à Njamena;DMV ZIEBE Roland
Performances pondérales des canards;M VONDOU Lazare
Présélection des vaches de race Fulani rouge pour la production laitière dans la région de l’Extrême-Nord;M YAKOUBA OUMAROU
Étude des performances zootechniques des ovins kababich dans la région du Ouadda;DMV ZIEBE Roland
Impact des canaux de pêche sur le pastoralisme dans la plaine d’inondation du Logone (Extrême-Nord, Cameroun);DMV ZIEBE Roland
Effet de l’incorporation du Moringa oleifira sur les performances de croissance des lapins;M VONDOU Lazare
Évaluation du processus de la préparation des vaches locales à l’insémination artificielle;M YAKOUBA OUMAROU
Effet de la substitution de la farine de poisson par la farine d’asticot séché sur les performances de croissance des alevins de Clarias garegunis;M HAMAWA YOUGOUDA
Impact de la paille traité à l’urée sur la croissance des ruminants;DMV ZIEBE Roland
Effet de l’amélioration de l’alimentation et performance sur la croissance pondérale chez les cobayes (Cavia porcellus);M TOUWANG Charles
Évaluation  d’une méthode de lutte biologique sur le rendement du riz dans un agrosystème irrigué dans l’Extrême-Nord, Cameroun;M YAKOUBA OUMAROU
Étude des performances agro morphologiques de cinq variétés de riz Nérica dans la zone des hautes savanes guinéennes Cameroun et proposition d’amélioration variétale;M YAKOUBA OUMAROU
Rapid propagation of Manihot esculenta using the mini stakes multiplication technic;M TIZE KODA Joel
Diagnostic participatif pour la lutte contre les insectes en champ du niébé : cas des insectes des fleurs;M WASSOUO Felix Alain
Évaluation de l’effet de 8 fumures organiques sur le développement du poivrier (Piper nigrum) en pépinière;M HAMAWA YOUGOUDA
Caractérisation génétiques de la population des lignées F1 et BC1 de trois variétés locales de niébé (Vigna unguiculata) du Cameroun;M WASSOUO Felix Alain
Évaluation des performances agronomiques des variétés hybrides de maïs issues de l’IITA avec une variété hybride locale dans la zone agro-écologique à Bertoua Est-Cameroun;M HAMAWA YOUGOUDA
Collecte et caractérisation des accessions de manioc au Cameroun;M WASSOUO Felix Alain
Effets de la densité de semis sur les caractères agro-morphologiques de deux variétés de soja (Glycine max (L)) dans les agrosystèmes de Mokolo;M WASSOUO Felix Alain
Étude génétique de la résistance des fleurs de niébé aux thrips;M TIZE KODA Joel
Performance qualité des bières S.A.B.C : First Time Right (FTR);M TOUWANG Charles
Valorisation des sorghos SP (Sorghum bicolor L. Moench) en panification;M TOUWANG Charles
Ameliorating the organoleptic and rheological properties of NEIMA tomato by use food additives and appropriate operating conditions in SAGRI SA;Dr MUNE MUNE Martin Alain
Étude de la mise en place du processus de démarche qualité dans l’usine sahel agro (Maroua, Extrême-Nord, Cameroun);M NDIH Aime Christian
Développement d’un nouveau produit dans une société de charcuterie (MADA) : cas du saucisson à base de viande de poulet;M NDIH Aime Christian
Optimisation de l’utilisation des emballages et évaluation des pertes en emballages dans le conditionnement  du yaourt brassé tino et boisson tampico;M ZOMEGNI Gaston
Amélioration et la maîtrise de la coloration des bières 33 export, castel et beaufort. ;M TOUWANG Charles
La veille et conformité réglementaire de l'unité de production de SAGRI (SOACAM Agro-industries);M ZOMEGNI Gaston
Identification, analyse et maîtrise des causes de non qualité de la production de la farine de blé : cas de la SCTB.;M NDIH Aime Christian
Étude de la variabilité de l’acidité du beurre de cacao pendant le stockage;Dr MUNE MUNE Martin Alain
Évaluation des pertes en matière et énergie tout au long de la chêne de production du savon promo2 au CCO.SA et optimisation du rendement;M ZOMEGNI Gaston
"Contribution à l’élaboration d’un modèle de Bilan CO2 à la Société Anonyme des Brasseries du Cameroun (S.A.B.C) usine de Yaoundé : Évaluation de la production dans les bio-fermenteurs, de la Consommation dans les ateliers de fermentation et de Brassage; et saturation de la bière.";M TOUWANG Charles
Influence du stockage sur la qualité microbiologique de la farine de maïs produite à l’usine Sahel-agro (Maroua, Extrême-Nord, Cameroun).;M NDIH Aime Christian
Mise en place d'un plan de maîtrise sanitaire en rapport avec les référentielles a l'établissement MADA;M NDIH Aime Christian
Conception, dimensionnement et réalisation d’un  bioréacteur pour  la production de la bière de sorgho « bili-bili».;M TOUWANG Charles
Évaluation de l’épargne rurale et de l’accès au microcrédit sur la solidité financière des agriculteurs dans le Mayo Tsanaga;M KANGATLAM Alexis
Évaluation des sous projet PACA de production animal de la Région de l’Extrême-Nord : Mayo-Danay, Mayo-Kani, Diamaré;M NYORE
Niveau d’adoption des innovations par les exploitations familiales agricoles dans les agrosystèmes du Nord : Cas des terroirs Sanguéré-Paul et Zéra;M NYORE
La gestion du crédit agricole et ses enjeux pour l’autonomisation de la femme rurale : cas des femmes mutualistes de la MC2 Bafoussam rural;M KANGATLAM Alexis
Contribution des activités extra-agricole aux revenus des exploitations agricoles familiale;M NYORE
Impact de la structuration en filière des exploitants agricoles du Diamaré sur l’agriculture familiale;M NYORE
Pratique de gestion dans connaissances des organisations paysannes dans le département du Diamaré;M KANGATLAM Alexis
Contribution aux développements socio-économiques des plants issus des fragments des tiges et comparaison avec autres méthodes de production de semence de bananier et plantain;M NYORE
Analyse des risques liés au développement de la filière soja dans le Mayo Tsanaga;M KANGATLAM Alexis
Pratiques et stratégies des éleveurs pour l’amélioration de l’aliment du bétail dans le Département du Mayo-Kani : cas des Arrondissements de Mindif, Moulvoudaye et Kaélé.;Dr SODWE MBRAOUGUE
Impact de la maladie de Newcastle sur la production de poulet locale : cas de l’Arrondissement de Touloum.;M VONDOU Lazare
Caractéristiques socio-économiques et techniques de l’élevage des Petits Ruminants dans le Département du Diamaré (Région de l’extrême-Nord Cameroun).;Dr SODWE MBRAOUGUE
Effet de la substitution de la farine de poisson par la farine de sang sur les performances de croissance et de survie des juvéniles de Clarias gariepinus.;Dr ZIEBE Roland
Influence des paramètres physico-chimiques de l’eau sur la production des alevins de Clarias gariepinus : cas de la ferme aquacole du septentrion.;Dr SODWE MBRAOUGUE
Évaluation des pertes zootechniques en production porcine : cas de la ferme porcine NOTIKA Bafoussam.;Dr ZIEBE Roland
Caractéristiques bromatologiques des farines de poisson au Cameroun et leurs effets sur les performances zootechniques des poulets de chair.;Dr ZIEBE Roland
Suivi et évaluation des performances techniques d’une ferme avicole.;Dr ZIEBE Roland
Effet de la substitution partielle de la farine de poisson par la farine d’asticot dans l’alimentation des poulets de chair en finition : performances zootechniques, caractéristique de la carcasse, résultat économique.;Dr ZIEBE Roland
Effet d’incorporation du contenu du rumen séché dans l’alimentation sur les performances des lapins (Oryctogalus cuniculus) en croissance à la ferme de la fondation Bethléem de Mouda.;M VONDOU Lazare
Impacts de la provenance des animaux de boucherie sur la qualité de la viande : cas des abattoirs de la ville de Maroua.;M ANDRIAKAYE
Effet de l’incorporation de la fane d’arachide dans l’alimentation sur les performances zootechniques des lapins (Oryctogalus cuniculus)en croissance à la ferme de la Cathédrale Notre Dame de Maroua.;M VONDOU Lazare
Caractérisation et migration de quelques espèces de poissons durant l’année dans le lac de Maga, des fleuves Logone, Loromé, Logomatya dans la région Extrême-Nord.;Dr ZIEBE Roland
Organisation et évaluation des paramètres zootechniques d’une ferme porcine : cas de la ferme porcine NOTIKA Bafoussam.;M VONDOU Lazare
Étude corrélative entre l’eau de boisson distribuée aux poules et leurs maladies à PROLACAM : cas de la ferme de BALENG II.;M ANDRIAKAYE
Le dépérissement des agrumes dans la région de l'Adamaoua;M WASSOUO Felix Alain
Problématique d’adoption des variétés NERICA dans les périmètres irrigués du Logone et Chari;M WASSOUO Felix Alain
Optimisation de la densité de repiquage du sorgho (Sorghum bicolor) de saison sèche dans               la région de l’Extrême- Nord Cameroun.;M YAKOUBA OUMAROU
L’impact de la cendre des feuilles de neem  sur la croissance de trois variétés de sorgho (variété locale, S 34, CS 54).;M YAKOUBA OUMAROU
Test du comportement du soja(Glycine max) à un apport de chaux sur sol acide dans la localité de Mangoun à Foumbot;M WASSOUO Felix Alain
Adaptabilité de six variétés de haricot volubille à l’Extrême-Nord;M TIZE KODA Joel
Caractérisation phénotypique de Faidherbia albida en zone Soudano-Sahélienne du Cameroun;M WASSOUO Felix Alain
Effet des différents types de fertilisation sur le rendement du sorgho dans la zone Sud-Ouest de la Bénoué région du Nord-Cameroun;M WASSOUO Felix Alain
Évaluation de l'incidence de la Mosaïque Africaine de Manioc sur deux variétés de manioc en association avec le maïs dans la région du centre Cameroun;M TIZE KODA Joel
Impact des pratiques culturales sur l’évolution du carbone organique des sols: Cas des localités de Meskine et Guyring (Maroua, Extrême-Nord Cameroun);M TIZE KODA Joel
Preparation and quality evaluation of non-alcoholic sorghum malt drink;M NDIH Aime Christian
Production de la farine de sevrage a base du sorgho malte et détermination des paramètres physicochimiques;M TOUWANG Charles
Conception et dimensionnement d’un four solaire pour la fabrication du pain et biscuit à base de sorgho;Dr KIDMO KAOGA Dieudonne
Caractérisation physico-chimique et nutritionnelle des biscuits produits à base des farines composites amande de mangue (Mangifera indica) – blé;M ZOMEGNI Gaston
Influence de l’élimination des anti-nutriments des amandes de mangues sur les leurs propriétés physico-chimiques et fonctionnelles;M ZOMEGNI Gaston
Valorisation des sous-produits de la transformation du manioc en amidon dans la production de la farine pour diabétiques à la STM;M TOUWANG Charles
Réduction du rassissement du pain en utilisant les farines d’amandes de mangues (Mangifera indica) et les paramètres de procédé de fabrication du pain;M ZOMEGNI Gaston
Amélioration et maîtrise des freintes de bières en caves à la SABC de Garoua;M TOUWANG Charles
