matricule_etudiant;titre_memoire;annee
13Z194S;Gestion des effluents liquides cas de Vitalia cosmetics.;2020-2021
16F057S;Analyse des impacts environnementaux et sociaux des travaux d'aménagement de 25hectares de petit périmètre irrigué villageois(PPIV) dans la localité de KATWAL, commune de Maroua 1er.;2020-2021
16F226S;Les contraintes liées à l'usage des produits organiques dans les cultures maraîchères urbaines et péri-urbaines dans la commune de Maroua 1er.;2020-2021
16F204S;Risques socio-sanitaires et situation des problèmes environnementaux sur l'assainissement des eaux usées: cas des caniveaux dans la ville de Garoua (voie E1, Lamida, Bachore, lycée technique) dans le cadre du programme CD2 urbain.;2020-2021
15E852S;Contributions à l'amélioration des déchets d'une station-service : cas de Tank ‘Oïl company S.A.;2020-2021
09K346S;Impact de la logistique des déchets sur la population: cas de la commune de Maroua 2e.;2020-2021
16F266S;Proposition d'une approche environnementale dans le projet d'insertion socio-économique dans le Département du mayo Tsanaga: cas de Koza.;2020-2021
19A0702P;Déchets solides ménagers dans la ville de Maroua: de la collecte vers une économie circulaire.;2020-2021
18A0478P;Suivi environnemental des travaux de reconstruction de la route nationale N°1  section WAZA-DABANGA;2020-2021
19A0231P;Analyse des cendres issues de traitement thermique (incinération) de terre contaminées des hydrocarbures afin de la valoriser en intrants organiques.;2020-2021
19A0244P;Techniques d'adaptation de l'agriculture familiale aux effets du changement climatique vulgarisées par le projet RePER.;2020-2021
12X042S;Lutte contre la Déforestation : vulgarisation du charbon vert dans la ville de Maroua ;2020-2021
18A0481P;La résilience écologique de la biodiversité liée aux inondations et au changement de l’hydrologie de mare naturelle de Tchafa : Cas de la plaine Waza-Logone;2019-2020
18A0633P;Groupement d’épargne et de crédit villageois dans les arrondissements de Kozo et Mozogo : Performance et résilience ;2019-2020
18A0483P;Évaluation des tendances des ressources naturelles du 1er Janvier 1990 au 31 Décembre 2019 dans la zone de compétence du Comite inter-régional de lutte contre la sécheresse dans le Nord : ressources en eau et couvert végétal;2019-2020
18A0474P;Les effets des activités anthropiques sur la réserve de ZAMAI;2019-2020
14A394S;Perception des problèmes environnementaux par la population : Cas de la prolifération des dépôts d’ordures ménagères dans la commune de Maroua ;2019-2020
12X328S;Production du charbon de bois et son impact sur l’écosystème forestier : cas de l’arrondissement de Logone Birni;2019-2020
14A463S;Diversité et distribution des oiseaux dans la zone urbaine de Maroua;2019-2020
18A0476P;Stratégie d’amélioration de la surveillance et du suivi environnementaux sur les chantiers routiers;2019-2020
15E062S;Influence du système de drainage sur l’environnement humain et le paysage urbain dans la ville de Garoua 2;2019-2020
18A0470P;Impact des potentialités économiques de domaine agropastoral dans la commune de Touloum Extrême- nord Cameroun ;2019-2020
13Z312S;Gestion et valorisation des produits forestiers non ligneux;2019-2020
13Z726S;Transfert des compétences aux Collectivités Territoriales Décentralisées dans le cadre de la gestion des ressources : cas de l’opération Sahel, Commune de Maroua 1er.;2019-2020
18A0527P;Dynamique des parcs à Faidherbia dans la zone cotonnière du Cameroun : cas du village de Doukoula;2019-2020
15E077S;Aménagement de la digue de Maga : analyse des impacts sociaux économiques et environnementaux ;2019-2020
14A597S;Valorisation énergétique : Formation de briquettes à base de sciure, copeau et liant pour la commercialisation industrielle;2019-2020
15E202S;Proposition d’un plan de reboisement dans les 3 métropoles régionales (Maroua Garoua N’Gaoundéré) de la zone de compétence du comité inter-régional de lutte contre la sècheresse;2019-2020
14A378S;Évaluation des initiatives et pratiques locales de lutte contre la sécheresse et la désertification dans la zone de compétence du Comite inter-régional de lutte contre la sécheresse dans le Nord;2019-2020
15E031S;Évaluation des risques environnementaux du projet C2D -Garoua;2019-2020
15E063S;Impact socio-environnemental de l’urbanisation sur les espaces agricoles à Garoua 3;2019-2020
18A0477P;Proposition d’un système d’alerte précoce sur la sécheresse et l’inondation dans la partie septentrionale du Cameroun;2019-2020
15E310S;Mise en place d’un système de réduction des risques environnementaux et sanitaires liés à la production et la mise en œuvre des enrobés par SOCOTCOG : Cas du tronçon routier ;2019-2020
14A387S;Contribution des établissements scolaires dans la préservation de l’environnement et la gestion durable de ressources naturelles dans la plaine du Logone : cas de Zina et Mazera;2019-2020
18A0479P;Impacts écologiques de l’implantation de Azadirachta indica dans la commune de Guidiguis / Dégradation du Mayo dolé : évolution, causes, conséquences et aménagement;2019-2020
18A0480P;Dynamique des parcs de Faidherbia dans la zone cotonnière du Cameroun : Cas du village de Doukoula). ;2019-2020
15E723S;Gestion des risques et catastrophes environnementales liées aux constructions routières : Évaluation du système mis en place sur l’autoroute;2019-2020
13Z250S;Biofertilisants : Production, Bio-efficacité et vulgarisation;2019-2020
15E114S;Valorisation des fientes de volaille pour la production d’un biofertilisant;2019-2020
18A0473P;Production des pavés à partir de la terre décolorante usée;2019-2020
15E165S;Fabrication du biocarburant a base du jatropha;2019-2020
18A0484P;Valorisation phytosanitaire des extraits botaniques et protection de l’environnement : Mise sur pied d’une stratégie d’implication des maraichers de YAGOUA au processus ;2019-2020
18A0482P;Toxicité des herbicides à base de glyphosate utilisés au Cameroun sur les alevins de poisson (Tilapia);2019-2020
18A0485P;Valorisation des Déchets en biogaz dans la ville de Mokolo : Cas des feuilles mortes de l’arbre de Senna siamea;2019-2020
18A0475P;Évaluation des contaminants chimiques susceptibles d’influencer le bon fonctionnement d’une STEP dans une usine agroalimentaire : Cas de la SABC YDE;2019-2020
15E851S;Amélioration de la culture sécurité des entreprises sous- traitantes d’ENEO;2019-2020
15E190S;Approches d’éco résilience et gestion de l’aléa inondation dans la ville de Douala : Bassin versant du Tongo-bassa;2019-2020
15E204S;Optimisation de la station d’épuration par lagunage de la SOCAPALM : Cas du site de KIENKE (Sud- Cameroun);2019-2020
18A0175P;Mise en place d'un portail captif: cas du Labo INFOTEL;2020-2021
18A0163P;Mise en place d'un système de couverture radio basé sur LoRa pour la communication entre bergers;2020-2021
18A0164P;Conception d’un système d’automatisation de approvisionnement d’eau dans un chateau.;2020-2021
18A0185P;Mise en place d’une solution de supervision en temps réels des flux réseau et l’utilisation de la bande passante : cas  de TRU GROUP;2020-2021
18A0180P;Scan de vulnérabilité et proposition d'une politique de sécurité d'un site web : cas de l'ENSPM;2020-2021
18A0168P;Développement  d'une  plateforme  mobile  de gestion immobilière : cas des logements;2020-2021
18A0187P;Développement  d'une  application  mobile  du suivie des enseignants de l'ENSPM;2020-2021
18A0160P;Développement  d’une  application  mobile  de vente de kilos pour les voyageurs aériens;2020-2021
18A0167P;Conception et réalisation d’une application de gestion   des   pré-inscriptions   en   ligne   à l’ENSPM;2020-2021
18A0184P;Développement  d'une  application  mobile  de gestion  et  suivi  des  ventes  dans  les  commerces;2020-2021
18A0179P;RFID : conception d’un contrôle d’accès par badge.;2020-2021
16F041S;Proposition d’une solution VOIP pour la gestion des services á valeur ajoutées.;2020-2021
18A0174P;Conception et réalisation d’un système d’arrossage automatique en fonction de la météo.;2020-2021
18A0557P;Mise en place d’outils de détection de l’état de liaison faisceaux hertziens de Nexttel.;2020-2021
20C0668EP;Développement d'une application mobile d'assistance populaire pharmaceutique.;2020-2021
16F281S;Réalisation  d’une mini serre agricole intelligente.;2020-2021
20C0684EP;La conception et réalisation d'un site Web vitrine : cas du CMPJ de Mora.;2020-2021
17Y900P;Étude de la planification du réseau national des télécommunications d’urgence;2020-2021
20C0674EP;La gestion automatisée de la facturation et du paiement des locaux :Cas de la CUG.;2020-2021
18A0166P;Mise en place d'un mini data center : cas de l'ENSPM;2020-2021
20C0681EP;Conception et réalisation d'une plate- forme d'authentification en ligne de diplômes de l'ENSPM.;2020-2021
18A0186P;Mise en place d’un système de sécurité dans un réseau d’entreprise basé sur les attaques les plus connues : cas de NEXTTEL_EXTREME NORD;2020-2021
18A0181P;Développement   d'une   application   mobile d'aide à la recherche d'un objet perdu et personne égarée;2020-2021
18A0169P;Conception  et  implémentation  d'une  plate- forme mobile de mise en relation des prestataires de services et Clients.;2020-2021
17Y045P;Conception et réalisation d’une station de mesure sur le Cloud;2020-2021
18A0157P;Mise en place d’une solution de prévention et d’atténuation des attaques DDOS;2020-2021
20C0670EP;Déploiement d'une solution Odoo pour la gestion des projets et ou l'optimisation des processus métiers au sein d'une entreprise cas d' AGL SERVICES;2020-2021
18A0159P;Conception et réalisation d’un système de geolocalisation  des engins base sur le module GSM;2020-2021
20C0667EP;Développement d'une application de tracking et de contrôle à distance des véhicules associé au dispositif de sécurisation des véhicules Smart Car_;2020-2021
20C0669EP;Déploiement d’un réseau d’accès filaire en utilisant la technologie FTTH : cas de la communauté urbaine de Maroua;2020-2021
18A0156P;Développement  d’une  plateforme  mobile  de gestion  des  consultations  dans  les  hôpitaux  : Cas du Cameroun;2020-2021
20C0682EP;Mise en place du protocole de sécurité IPSec dans un réseau informatique : cas de l’entreprise AIR FORCES PICTURES.;2020-2021
20C0671EP;Mise en place d’un système de détection d’intrusion et de notification avec SNORT.;2020-2021
20C0672EP;Mise en place d'un système de fichiers distribué: Cas de l'ENSPM;2020-2021
20C0665EP;Thème : Mise en place d’une application de gestion des matériels du MINPOSTEL.;2020-2021
20C0673EP;Mise en place d’ une application mobile d’enrôlement des bénéficiaires des projets: cas du CMPJ : Centre Multifonctionnel des  jeunes de Mora;2020-2021
18A0176P;Étude et implémentation d’une interconnexion sécurisée de deux sites distants avec IPSec : cas de JIM’S SECURE;2020-2021
12X181S;Étude et dimensionnement d'une centrale à biogaz pour l'électrification de la localité de MAL DALARI;2014-2015
13Z124S;Étude technique de l'approvisionnement de l’abattoir d' ETOUDI/Yaoundé en énergie électrique via la biométhanisation;2015-2016
13Z220S;Étude et valorisation des déchets issus de la transformation des noix de palme d'une palmerais de 180 hectares aux environs d'EDEA;2015-2016
13Z279S;Valorisation des cendres provenant de la combustion des coques au niveau de la chaudière de l'huilerie de Garoua DJAMBOUTOU;2015-2016
13Z049S;Contribution à la valorisation énergétique de la paille de riz: production du bioethanol ;2015-2016
12X056S;Valorisation des déchets d'abattoir pour la production du biogaz et de biofertilisants: cas de l'abattoir municipale de DJOUNDE (Maroua);2015-2016
13Z783S;Valorisation des déchets en unité de cogénérateur pour le chauffage d'eau dans les brasseries de Yaoundé;2015-2016
13Z029S;Valorisation d'huile de rejet de coton en biodiesel : cas de l'huilerie de la SODECOTON GAROUA;2015-2016
13Z234S;Production des biocombustibles solides à base de la paille de riz;2015-2016
